sale_id,customer_id,product_id,sale_date,quantity
931,677,20,2023-11-27,5
932,153,39,2023-08-26,2
933,464,35,2023-12-09,2
934,545,10,2023-05-28,5
935,299,36,2022-06-04,5
936,400,47,2022-12-20,5
937,631,12,2022-01-26,1
938,592,17,2023-05-10,5
939,458,25,2022-04-18,5
940,201,30,2022-10-30,4
941,211,20,2023-03-02,1
942,698,30,2022-03-29,3
943,899,19,2022-04-29,5
944,325,25,2024-01-18,2
945,307,36,2022-05-26,2
946,584,39,2022-12-23,5
947,814,31,2022-11-16,4
948,936,5,2022-12-18,1
949,696,22,2023-04-12,3
950,312,9,2024-03-14,1
951,941,46,2022-07-31,5
952,966,31,2023-06-18,4
953,960,13,2023-05-10,5
954,446,10,2022-12-23,5
955,736,13,2023-05-03,2
956,938,1,2022-04-10,2
957,353,1,2023-03-25,4
958,92,33,2024-01-10,3
959,597,47,2023-12-15,2
960,9,47,2023-04-09,2
961,627,24,2022-11-23,4
962,523,32,2022-03-10,2
963,414,26,2022-11-04,3
964,868,27,2022-02-15,2
965,131,26,2024-04-09,3
966,873,48,2023-12-29,1
967,302,24,2022-04-28,1
968,64,25,2022-01-24,2
969,379,32,2022-12-18,5
970,923,20,2023-10-26,4
971,563,42,2022-04-22,4
972,992,38,2023-11-25,2
973,55,5,2024-03-30,5
974,1,27,2022-06-18,4
975,721,3,2024-01-29,2
976,574,8,2022-09-07,2
977,841,25,2023-06-13,4
978,368,37,2022-06-28,5
979,113,11,2023-07-20,1
980,882,13,2022-06-13,5
981,289,49,2022-12-05,3
982,887,28,2023-07-28,2
983,32,17,2023-03-13,2
984,241,50,2023-04-19,4
985,443,49,2022-08-26,1
986,720,47,2024-03-27,1
987,605,23,2023-02-19,1
988,404,33,2023-10-07,4
989,641,46,2022-07-08,5
990,326,32,2022-07-10,4
991,729,41,2023-10-18,4
992,392,45,2023-11-05,1
993,416,24,2023-03-19,4
994,391,45,2023-02-10,3
995,446,4,2022-01-30,5
996,559,42,2024-01-26,1
997,217,25,2023-09-21,5
998,679,28,2022-07-22,5
999,178,48,2023-04-06,1
1000,487,16,2023-08-30,4
1001,143,16,2023-03-16,4
1002,193,31,2023-02-03,1
1003,569,3,2022-01-05,3
1004,394,24,2023-12-23,4
1005,864,41,2022-08-08,1
1006,947,46,2022-07-30,3
1007,369,44,2022-10-13,4
1008,861,2,2024-02-10,5
1009,428,45,2023-12-22,4
1010,158,43,2024-04-08,4
1011,296,42,2024-03-26,1
1012,894,10,2022-03-06,1
1013,687,17,2023-08-15,2
1014,129,39,2022-04-15,3
1015,138,30,2024-03-29,5
1016,12,44,2023-07-04,1
1017,74,10,2022-07-11,2
1018,664,17,2023-01-10,3
1019,17,16,2022-11-30,4
1020,148,39,2022-07-21,3
1021,739,38,2023-04-14,2
1022,907,43,2022-04-27,2
1023,499,11,2022-09-26,4
1024,674,1,2023-11-18,2
1025,448,8,2023-05-17,3
1026,999,50,2023-06-25,1
1027,140,6,2023-10-17,3
1028,87,42,2022-11-17,1
1029,141,46,2023-09-04,4
1030,658,25,2023-02-02,4
1031,826,26,2023-09-18,2
1032,426,46,2023-02-06,3
1033,881,38,2023-08-25,3
1034,467,6,2022-04-27,3
1035,916,34,2022-12-23,4
1036,808,13,2022-12-27,3
1037,713,28,2023-04-14,4
1038,619,11,2023-09-25,3
1039,953,28,2022-06-26,5
1040,436,17,2024-04-13,3
1041,639,45,2023-11-21,5
1042,185,20,2023-12-24,1
1043,466,33,2024-03-30,2
1044,522,35,2022-11-01,2
1045,435,43,2023-09-22,5
1046,566,25,2023-08-28,3
1047,840,38,2022-03-28,1
1048,461,20,2023-11-20,2
1049,394,47,2022-05-18,3
1050,364,27,2022-11-17,5
1051,232,49,2022-05-01,3
1052,191,47,2022-09-02,3
1053,435,6,2022-11-09,3
1054,620,7,2022-04-30,2
1055,8,41,2022-07-07,5
1056,592,37,2023-01-18,3
1057,511,50,2023-12-12,4
1058,868,23,2022-05-25,4
1059,749,10,2023-06-08,3
1060,243,18,2023-02-02,2
1061,730,48,2023-03-05,2
1062,514,14,2023-09-03,2
1063,276,48,2022-05-22,5
1064,421,26,2023-08-12,3
1065,949,45,2023-01-28,4
1066,560,20,2023-03-10,3
1067,591,1,2022-07-10,2
1068,376,11,2023-05-14,1
1069,35,32,2023-10-13,2
1070,39,1,2023-07-05,5
1071,582,7,2023-12-12,3
1072,495,5,2023-10-23,2
1073,722,50,2022-06-27,5
1074,378,45,2023-07-23,1
1075,116,27,2022-06-20,3
1076,595,34,2023-05-17,3
1077,494,27,2022-10-23,5
1078,985,42,2022-05-24,5
1079,708,19,2022-07-11,4
1080,82,47,2022-11-19,4
1081,146,28,2023-04-07,5
1082,748,11,2023-09-27,2
1083,749,12,2022-02-24,3
1084,540,24,2023-01-03,2
1085,880,12,2022-01-10,5
1086,769,46,2023-05-12,5
1087,798,9,2022-05-20,3
1088,287,13,2022-07-19,5
1089,477,32,2024-04-14,3
1090,530,12,2023-01-29,4
1091,81,33,2023-07-30,4
1092,536,8,2023-06-02,2
1093,912,29,2023-10-31,5
1094,625,37,2023-05-22,4
1095,91,14,2023-02-23,2
1096,252,12,2023-12-03,4
1097,484,13,2023-05-19,4
1098,646,4,2023-03-02,1
1099,760,48,2023-12-29,1
1100,680,12,2023-03-31,3
1101,984,49,2023-05-16,2
1102,685,13,2022-06-21,3
1103,80,17,2022-03-26,2
1104,701,27,2023-08-02,2
1105,649,29,2022-02-01,2
1106,553,41,2024-03-25,3
1107,818,40,2024-02-19,5
1108,594,7,2022-08-14,1
1109,320,41,2022-10-27,2
1110,628,11,2022-02-03,3
1111,55,6,2022-10-09,4
1112,926,19,2022-08-19,4
1113,352,6,2023-07-05,5
1114,548,25,2022-10-23,1
1115,798,8,2022-06-22,5
1116,12,18,2024-03-10,2
1117,481,5,2023-04-14,2
1118,465,22,2023-08-03,3
1119,525,2,2024-01-31,1
1120,928,38,2024-03-02,4
1121,481,16,2024-02-24,1
1122,588,31,2023-05-23,3
1123,752,32,2023-07-17,5
1124,340,44,2023-06-08,1
1125,432,49,2022-04-26,3
1126,362,7,2023-08-10,5
1127,984,1,2022-04-27,5
1128,818,4,2022-10-02,5
1129,302,18,2024-03-04,1
1130,297,49,2023-07-11,1
1131,172,1,2024-04-23,4
1132,37,43,2023-01-11,5
1133,712,38,2023-07-10,5
1134,946,3,2024-04-22,2
1135,612,7,2024-02-14,2
1136,768,14,2022-02-12,3
1137,312,34,2024-02-18,2
1138,745,1,2024-01-07,2
1139,804,25,2023-03-28,2
1140,578,39,2023-07-14,4
1141,267,34,2022-08-12,2
1142,63,49,2023-03-12,1
1143,645,18,2022-04-15,5
1144,485,32,2024-01-24,3
1145,593,31,2024-04-29,5
1146,174,49,2023-11-01,3
1147,587,22,2024-02-09,1
1148,53,39,2022-09-11,2
1149,673,28,2022-11-01,1
1150,299,22,2022-02-03,2
1151,829,24,2023-04-06,5
1152,756,44,2022-09-27,3
1153,640,22,2022-12-23,1
1154,28,21,2024-04-16,2
1155,294,16,2022-03-31,2
1156,497,24,2023-03-26,2
1157,85,43,2022-05-01,5
1158,130,26,2024-03-05,5
1159,518,25,2024-04-11,4
1160,79,40,2022-08-31,4
1161,872,4,2022-08-03,1
1162,803,23,2024-04-10,5
1163,285,22,2024-01-26,1
1164,259,7,2023-08-26,3
1165,136,1,2023-12-07,1
1166,631,30,2022-12-26,2
1167,288,45,2023-12-29,4
1168,282,26,2023-09-17,1
1169,879,47,2023-10-10,4
1170,264,9,2023-03-15,1
1171,15,2,2022-06-19,4
1172,760,39,2023-09-23,2
1173,115,8,2022-05-23,1
1174,619,34,2024-03-14,5
1175,179,18,2022-07-31,5
1176,932,45,2024-04-13,2
1177,606,49,2022-07-31,5
1178,757,16,2024-04-04,4
1179,155,24,2022-03-02,3
1180,675,29,2023-08-07,5
1181,458,40,2022-12-26,1
1182,379,44,2023-06-30,5
1183,828,43,2022-10-15,4
1184,180,31,2023-09-04,1
1185,268,33,2023-07-06,4
1186,802,27,2022-06-22,2
1187,718,43,2022-11-28,5
1188,242,13,2023-12-22,5
1189,497,1,2022-10-27,4
1190,186,41,2022-10-24,1
1191,819,21,2023-08-10,3
1192,541,2,2022-10-01,4
1193,883,41,2023-06-11,5
1194,34,24,2023-11-27,3
1195,352,3,2024-04-14,4
1196,87,48,2022-04-08,2
1197,991,21,2022-05-19,3
1198,149,44,2024-02-08,5
1199,610,29,2024-03-15,4
1200,957,15,2023-02-26,5
1201,842,39,2022-03-02,3
1202,158,32,2022-10-11,3
1203,858,26,2023-11-03,3
1204,508,48,2022-05-10,5
1205,771,40,2023-12-20,2
1206,423,6,2022-05-16,3
1207,789,23,2022-09-13,3
1208,393,28,2022-05-30,5
1209,244,31,2023-12-30,5
1210,677,43,2022-11-26,3
1211,451,45,2024-04-28,4
1212,744,7,2022-09-11,1
1213,653,47,2024-02-19,2
1214,172,25,2023-11-24,4
1215,216,19,2023-02-07,1
1216,592,39,2023-05-17,3
1217,752,13,2022-05-26,5
1218,863,46,2023-08-15,4
1219,354,10,2023-10-10,4
1220,56,34,2022-10-03,2
1221,658,37,2023-10-05,2
1222,271,46,2023-03-01,1
1223,774,33,2023-01-20,4
1224,840,3,2023-04-08,3
1225,119,9,2022-03-19,1
1226,54,32,2023-10-11,4
1227,172,6,2024-03-24,3
1228,476,20,2024-02-27,5
1229,409,44,2022-04-06,2
1230,488,36,2023-02-17,2
1231,309,30,2023-06-12,1
1232,488,11,2024-02-07,2
1233,765,29,2022-10-12,2
1234,972,8,2023-12-13,3
1235,771,31,2023-01-13,5
1236,945,43,2023-04-11,3
1237,546,35,2023-05-15,3
1238,240,16,2022-12-02,5
1239,389,16,2023-08-19,4
1240,700,14,2022-01-03,1
1241,723,11,2024-03-03,3
1242,400,49,2024-01-21,5
1243,486,43,2022-04-06,2
1244,269,45,2024-01-19,5
1245,149,6,2023-04-15,2
1246,544,7,2023-10-13,3
1247,892,28,2023-11-12,2
1248,446,46,2023-12-16,2
1249,13,2,2023-01-02,4
1250,296,11,2022-03-06,2
1251,950,21,2024-03-25,2
1252,817,25,2023-07-02,5
1253,460,50,2023-02-12,2
1254,392,18,2022-08-12,3
1255,695,15,2023-03-16,5
1256,324,47,2024-04-24,4
1257,985,17,2022-08-05,5
1258,543,43,2023-05-22,4
1259,700,31,2022-10-02,3
1260,979,43,2022-11-27,2
1261,43,8,2024-04-28,3
1262,100,43,2022-10-18,4
1263,940,9,2022-12-12,3
1264,545,35,2023-07-15,3
1265,653,41,2023-08-15,2
1266,363,47,2022-05-14,3
1267,980,32,2023-08-03,3
1268,865,6,2023-05-12,3
1269,443,45,2024-03-18,3
1270,626,22,2022-12-18,4
1271,941,15,2023-11-30,3
1272,668,37,2024-02-20,4
1273,879,50,2022-02-19,5
1274,280,39,2022-02-17,4
1275,344,5,2022-04-12,4
1276,277,42,2023-10-04,1
1277,274,22,2024-03-13,4
1278,822,25,2023-04-16,1
1279,101,46,2022-01-17,4
1280,262,48,2022-05-08,3
1281,671,48,2022-06-11,2
1282,599,47,2023-03-28,4
1283,401,25,2023-04-13,3
1284,473,42,2022-01-01,1
1285,792,42,2023-03-15,2
1286,692,36,2022-07-27,2
1287,768,28,2023-12-07,3
1288,248,15,2022-05-16,3
1289,752,15,2023-10-28,3
1290,689,17,2022-11-06,1
1291,603,8,2022-06-12,3
1292,789,19,2022-10-08,4
1293,200,6,2022-04-06,4
1294,533,8,2023-11-02,3
1295,346,6,2023-01-05,5
1296,694,22,2022-09-14,5
1297,707,48,2022-03-26,2
1298,185,38,2023-01-16,2
1299,321,13,2023-11-12,5
1300,561,48,2023-10-27,5
1301,11,8,2022-06-19,4
1302,689,37,2022-02-23,3
1303,9,24,2023-02-10,1
1304,852,9,2023-10-03,1
1305,70,21,2022-11-09,2
1306,13,25,2024-01-14,2
1307,422,37,2023-12-18,3
1308,101,48,2024-02-13,4
1309,538,1,2022-08-28,5
1310,107,20,2023-03-16,4
1311,702,4,2023-11-03,1
1312,457,38,2022-04-04,4
1313,360,35,2023-12-22,4
1314,225,13,2022-04-08,2
1315,743,25,2022-01-02,3
1316,291,28,2022-08-07,5
1317,258,21,2023-05-04,5
1318,198,50,2022-03-21,4
1319,35,24,2022-05-16,1
1320,25,44,2023-08-31,1
1321,635,9,2022-08-20,1
1322,95,34,2023-06-16,3
1323,59,43,2023-11-28,3
1324,962,39,2023-04-01,5
1325,609,38,2022-01-10,3
1326,673,15,2022-01-09,4
1327,916,7,2023-12-14,3
1328,856,26,2022-12-18,1
1329,223,1,2024-04-16,4
1330,974,35,2022-05-04,2
1331,614,30,2023-03-09,1
1332,654,21,2023-12-12,3
1333,125,10,2022-05-16,4
1334,726,19,2023-05-05,2
1335,981,15,2022-03-14,2
1336,123,32,2022-08-23,5
1337,89,44,2023-01-28,3
1338,877,30,2022-04-02,5
1339,620,10,2024-01-19,2
1340,134,39,2024-04-05,5
1341,385,19,2022-04-15,1
1342,673,10,2022-04-16,4
1343,783,48,2022-11-17,2
1344,922,43,2023-01-12,3
1345,664,45,2022-11-03,5
1346,580,3,2022-05-21,5
1347,823,39,2023-01-27,3
1348,991,21,2024-03-03,5
1349,190,20,2024-04-12,5
1350,918,33,2024-02-11,3
1351,114,45,2022-05-17,1
1352,713,8,2023-10-19,2
1353,189,18,2023-11-25,1
1354,260,46,2022-05-27,3
1355,302,37,2022-03-12,3
1356,479,31,2023-06-28,4
1357,677,41,2023-07-31,2
1358,959,14,2022-01-09,2
1359,78,32,2023-09-17,3
1360,655,19,2023-10-28,4
1361,465,46,2022-06-18,2
1362,945,25,2023-03-27,4
1363,284,4,2022-12-26,3
1364,788,22,2024-01-10,3
1365,438,10,2022-08-07,2
1366,709,46,2023-10-06,3
1367,926,14,2024-02-06,3
1368,684,47,2022-06-05,5
1369,789,15,2023-02-26,1
1370,789,45,2023-09-23,2
1371,332,48,2023-12-05,1
1372,264,4,2023-03-30,4
1373,166,50,2022-08-11,4
1374,800,12,2022-03-30,4
1375,76,32,2022-04-13,4
1376,284,47,2022-05-24,1
1377,796,26,2024-02-10,5
1378,64,20,2022-05-07,1
1379,392,43,2023-08-27,5
1380,398,11,2024-01-18,3
1381,341,2,2023-01-29,1
1382,62,36,2022-12-26,5
1383,265,26,2023-03-16,4
1384,979,22,2022-11-19,1
1385,833,28,2024-03-21,5
1386,272,44,2022-05-24,3
1387,183,31,2022-09-11,5
1388,452,23,2022-10-11,4
1389,72,49,2023-10-23,3
1390,504,26,2022-03-28,5
1391,951,26,2022-09-12,3
1392,206,5,2023-07-21,1
1393,625,34,2023-09-08,1
1394,403,47,2023-09-07,5
1395,183,19,2024-01-09,1
1396,661,19,2023-09-15,5
1397,504,45,2022-10-19,1
1398,112,13,2024-03-08,5
1399,148,45,2023-12-09,2
1400,554,36,2022-01-28,5
1401,788,26,2023-11-06,1
1402,442,7,2022-11-05,5
1403,224,9,2022-07-30,4
1404,629,21,2023-06-15,5
1405,659,49,2023-09-14,2
1406,109,38,2023-06-06,1
1407,935,4,2022-07-13,4
1408,453,46,2024-02-05,3
1409,733,20,2023-02-06,4
1410,266,30,2022-10-30,4
1411,106,42,2023-10-24,2
1412,36,11,2022-02-25,3
1413,75,37,2024-03-13,1
1414,73,9,2024-03-23,2
1415,586,29,2022-09-03,5
1416,746,45,2023-05-22,3
1417,257,31,2023-01-31,4
1418,796,19,2022-04-26,5
1419,457,10,2022-09-04,4
1420,20,14,2023-05-27,1
1421,919,14,2023-10-16,4
1422,510,48,2023-09-01,5
1423,153,13,2022-03-14,3
1424,669,48,2023-06-25,1
1425,656,42,2022-01-13,5
1426,1,1,2023-01-05,4
1427,956,24,2022-11-21,1
1428,39,47,2022-05-16,1
1429,681,37,2023-02-01,2
1430,400,7,2023-08-06,3
1431,273,44,2023-03-07,4
1432,156,10,2023-01-10,2
1433,717,25,2023-07-14,3
1434,338,28,2023-12-01,2
1435,927,44,2022-06-26,5
1436,401,11,2024-02-21,3
1437,589,4,2023-04-28,5
1438,4,7,2024-02-28,4
1439,528,23,2022-03-16,2
1440,725,31,2022-01-18,5
1441,963,12,2023-08-25,3
1442,790,4,2022-03-11,5
1443,503,8,2022-01-15,2
1444,490,33,2022-09-26,2
1445,447,42,2022-08-09,2
1446,414,22,2022-02-10,2
1447,865,38,2022-03-03,3
1448,746,28,2024-03-19,2
1449,800,10,2023-02-12,1
1450,832,41,2023-06-03,1
1451,805,47,2022-10-21,5
1452,72,26,2023-10-06,5
1453,554,16,2023-12-31,1
1454,232,3,2023-05-29,2
1455,4,8,2024-02-25,5
1456,394,16,2023-03-02,3
1457,978,26,2023-03-10,1
1458,706,32,2023-12-20,3
1459,838,20,2023-02-16,3
1460,799,45,2022-03-26,2
1461,494,39,2023-10-18,2
1462,125,12,2023-07-04,2
1463,581,42,2023-07-05,3
1464,549,48,2023-09-23,2
1465,958,25,2022-06-06,4
1466,368,50,2022-10-12,3
1467,342,45,2022-03-27,2
1468,699,43,2022-11-14,2
1469,311,43,2022-03-22,3
1470,411,6,2023-06-08,1
1471,57,50,2022-07-28,2
1472,648,30,2024-04-07,4
1473,982,42,2022-06-09,1
1474,663,25,2023-07-04,4
1475,93,18,2022-12-01,1
1476,375,41,2023-02-05,4
1477,548,42,2023-08-24,2
1478,874,29,2023-10-12,4
1479,984,24,2024-02-21,1
1480,349,1,2023-10-28,4
1481,83,8,2023-11-29,4
1482,862,8,2023-10-21,4
1483,471,6,2022-03-09,2
1484,779,8,2022-11-14,2
1485,785,32,2023-12-17,4
1486,297,42,2023-03-24,5
1487,664,43,2024-01-18,1
1488,208,33,2022-09-02,1
1489,181,15,2022-03-01,2
1490,568,2,2022-09-08,5
1491,41,38,2022-03-30,5
1492,991,37,2023-03-21,5
1493,394,37,2022-04-29,1
1494,677,31,2023-04-10,2
1495,196,18,2023-09-19,2
1496,307,45,2023-09-16,1
1497,713,48,2022-02-26,4
1498,400,7,2022-11-13,5
1499,918,38,2023-11-14,3
1500,110,12,2024-01-30,3
1501,646,25,2023-11-05,4
1502,706,31,2024-01-29,2
1503,368,42,2022-06-29,2
1504,499,45,2022-05-03,1
1505,87,28,2022-01-13,5
1506,907,20,2023-12-26,3
1507,648,37,2022-05-21,4
1508,449,9,2023-12-20,3
1509,753,7,2022-01-12,5
1510,195,21,2022-06-17,1
1511,144,5,2023-05-24,4
1512,37,46,2022-12-22,1
1513,198,35,2023-06-20,1
1514,26,12,2023-06-14,4
1515,738,26,2024-03-12,4
1516,608,45,2024-04-22,4
1517,245,2,2024-01-09,1
1518,501,26,2022-09-23,3
1519,399,36,2022-06-20,3
1520,65,35,2023-01-16,3
1521,812,34,2022-05-10,1
1522,554,32,2024-02-07,4
1523,659,5,2024-03-10,3
1524,316,34,2022-10-03,2
1525,512,38,2024-01-21,1
1526,547,35,2022-05-01,4
1527,989,46,2024-02-29,4
1528,855,42,2022-01-31,1
1529,832,8,2022-12-10,3
1530,461,49,2024-04-06,3
1531,990,49,2023-03-16,1
1532,17,14,2022-10-06,2
1533,38,43,2023-06-21,2
1534,348,8,2022-03-07,2
1535,58,12,2022-09-27,5
1536,346,39,2023-12-31,1
1537,807,45,2023-08-14,2
1538,739,12,2023-10-05,5
1539,44,1,2022-03-20,2
1540,416,36,2023-05-24,2
1541,122,29,2023-04-12,4
1542,217,21,2023-06-08,1
1543,827,8,2023-01-04,1
1544,670,3,2022-02-26,5
1545,684,9,2023-05-27,2
1546,536,37,2023-08-04,3
1547,470,14,2022-06-20,3
1548,963,42,2023-01-12,5
1549,695,11,2022-06-11,4
1550,892,6,2022-09-19,2
1551,896,36,2024-03-02,4
1552,550,17,2022-04-16,2
1553,153,49,2023-08-11,2
1554,759,3,2023-11-22,5
1555,594,6,2024-01-11,2
1556,239,8,2022-04-29,2
1557,948,33,2022-08-22,3
1558,74,20,2024-01-29,1
1559,38,24,2023-06-06,2
1560,754,35,2022-01-03,1
1561,145,11,2022-02-15,4
1562,501,28,2022-01-13,2
1563,670,43,2022-09-08,3
1564,20,1,2022-02-17,4
1565,483,16,2023-04-29,3
1566,929,20,2023-01-08,3
1567,941,3,2023-01-28,5
1568,634,34,2022-06-03,3
1569,47,19,2022-07-03,1
1570,249,43,2022-02-06,1
1571,719,35,2023-07-21,3
1572,665,29,2024-04-02,1
1573,134,9,2024-01-02,4
1574,15,37,2024-01-29,1
1575,177,32,2023-11-03,2
1576,648,45,2023-03-06,4
1577,52,21,2022-08-18,1
1578,927,34,2022-11-26,5
1579,315,23,2022-09-12,4
1580,841,39,2023-03-03,5
1581,813,35,2024-01-08,5
1582,100,33,2022-11-24,2
1583,468,14,2022-10-05,2
1584,626,45,2024-04-25,1
1585,175,7,2022-03-21,1
1586,856,43,2023-08-09,3
1587,606,3,2023-01-17,2
1588,66,16,2022-05-03,1
1589,838,3,2023-05-30,4
1590,838,13,2023-11-21,1
1591,109,10,2022-02-23,1
1592,117,20,2022-07-03,4
1593,510,14,2022-08-17,4
1594,610,9,2024-04-03,4
1595,819,39,2023-06-13,5
1596,631,36,2022-02-17,4
1597,226,14,2023-02-15,2
1598,65,38,2022-03-12,5
1599,824,23,2023-04-22,1
1600,208,18,2022-10-17,3
1601,437,9,2024-03-03,4
1602,346,47,2022-11-15,4
1603,831,40,2022-12-02,3
1604,856,28,2022-03-30,2
1605,756,5,2023-07-21,3
1606,695,36,2023-04-13,5
1607,412,17,2022-01-09,3
1608,333,17,2023-01-13,5
1609,124,25,2022-07-25,1
1610,1000,42,2022-10-26,4
1611,701,11,2023-08-01,4
1612,590,26,2024-03-14,5
1613,559,30,2022-11-08,2
1614,141,6,2024-01-28,2
1615,330,17,2023-09-30,2
1616,857,44,2022-09-06,5
1617,988,28,2023-04-21,2
1618,813,45,2023-01-13,2
1619,219,10,2023-08-29,2
1620,783,35,2023-05-21,1
1621,47,14,2024-03-02,1
1622,608,5,2024-03-05,4
1623,178,41,2022-07-20,3
1624,344,47,2024-01-21,5
1625,65,18,2023-07-14,1
1626,124,41,2024-02-18,2
1627,281,45,2024-03-26,2
1628,145,42,2022-09-09,3
1629,776,13,2022-06-04,2
1630,426,46,2022-01-07,3
1631,173,24,2023-02-24,3
1632,714,37,2022-01-25,4
1633,379,43,2022-08-27,5
1634,567,42,2023-07-09,5
1635,169,33,2022-12-21,5
1636,450,39,2023-10-14,5
1637,250,11,2023-12-12,3
1638,948,27,2022-01-10,2
1639,596,10,2022-12-10,3
1640,42,21,2022-01-02,4
1641,137,28,2024-02-17,3
1642,103,25,2023-11-05,2
1643,811,2,2023-01-21,5
1644,868,39,2024-01-26,1
1645,648,16,2024-01-15,4
1646,628,5,2022-11-11,1
1647,386,18,2022-04-17,2
1648,797,8,2022-07-30,2
1649,162,35,2023-06-27,1
1650,17,8,2022-09-01,2
1651,901,44,2023-03-06,1
1652,499,36,2023-05-19,2
1653,83,27,2022-03-03,2
1654,7,5,2022-05-26,4
1655,8,22,2023-12-30,3
1656,184,41,2022-10-14,1
1657,949,6,2022-04-06,5
1658,92,24,2022-02-14,4
1659,724,22,2022-08-26,4
1660,668,50,2023-06-17,3
1661,608,18,2023-02-27,2
1662,909,10,2023-12-19,5
1663,291,15,2023-01-17,4
1664,427,18,2023-04-15,4
1665,711,1,2024-02-05,2
1666,827,7,2022-03-28,4
1667,812,25,2023-08-18,5
1668,792,15,2022-04-08,3
1669,488,25,2023-06-02,5
1670,709,7,2022-05-17,4
1671,130,8,2023-10-15,1
1672,212,12,2024-04-19,3
1673,147,34,2023-02-08,5
1674,656,47,2022-03-18,3
1675,278,20,2023-08-30,3
1676,536,38,2023-08-05,2
1677,462,32,2022-03-05,3
1678,422,7,2023-03-22,3
1679,245,34,2023-11-10,4
1680,961,23,2022-05-14,5
1681,179,45,2022-08-31,4
1682,626,37,2022-10-26,1
1683,709,19,2022-09-25,3
1684,39,36,2022-11-19,5
1685,611,18,2024-03-31,3
1686,185,39,2023-02-07,1
1687,735,7,2023-12-19,3
1688,512,4,2024-01-24,4
1689,627,11,2022-12-01,1
1690,974,21,2022-11-22,5
1691,91,49,2023-04-09,2
1692,643,25,2022-10-06,1
1693,847,12,2022-08-28,2
1694,802,23,2022-03-18,4
1695,309,48,2022-07-27,1
1696,357,44,2022-05-20,1
1697,429,35,2024-03-09,5
1698,5,36,2024-02-28,3
1699,572,39,2023-08-22,2
1700,242,26,2022-04-22,3
1701,197,31,2022-06-09,3
1702,121,38,2022-04-19,4
1703,543,9,2022-06-18,4
1704,98,17,2023-04-06,5
1705,634,1,2023-04-23,1
1706,371,44,2022-11-18,5
1707,884,33,2023-02-21,2
1708,780,46,2022-05-04,4
1709,553,10,2023-07-03,5
1710,520,43,2023-01-02,2
1711,225,9,2024-02-28,2
1712,476,10,2022-08-01,2
1713,789,25,2023-04-08,1
1714,642,37,2022-11-12,2
1715,676,48,2023-04-20,3
1716,214,18,2022-09-29,5
1717,284,4,2022-05-03,5
1718,55,47,2022-04-03,2
1719,199,41,2022-06-11,5
1720,116,24,2024-04-06,5
1721,816,46,2023-12-04,5
1722,153,50,2022-11-08,1
1723,702,16,2024-04-26,5
1724,865,44,2023-12-23,3
1725,992,39,2023-12-15,5
1726,934,27,2023-09-10,2
1727,486,46,2022-02-11,5
1728,510,30,2022-08-09,2
1729,181,12,2022-12-02,3
1730,164,29,2022-06-01,2
1731,687,23,2022-04-04,1
1732,945,30,2023-12-30,2
1733,45,33,2022-09-12,5
1734,56,19,2022-12-31,2
1735,661,18,2023-02-10,2
1736,373,28,2023-06-10,5
1737,292,34,2022-02-20,5
1738,215,46,2023-11-25,4
1739,446,15,2022-11-03,2
1740,258,20,2022-09-24,3
1741,343,41,2024-04-19,1
1742,632,6,2022-06-28,4
1743,825,20,2022-02-01,3
1744,912,27,2023-02-19,4
1745,777,50,2023-04-09,5
1746,465,21,2023-07-24,4
1747,45,6,2024-02-06,4
1748,107,41,2023-07-18,4
1749,759,6,2022-09-13,3
1750,54,5,2022-04-07,2
1751,948,47,2023-04-19,3
1752,551,16,2022-04-15,1
1753,181,6,2024-04-03,1
1754,162,11,2024-03-23,3
1755,805,37,2022-05-24,5
1756,30,4,2022-05-05,3
1757,497,6,2022-01-13,2
1758,528,48,2022-03-05,5
1759,119,19,2024-04-30,5
1760,73,36,2024-03-10,1
1761,917,32,2022-08-16,1
1762,241,1,2022-05-14,4
1763,739,28,2022-07-22,2
1764,456,44,2024-04-23,2
1765,607,33,2023-02-15,4
1766,594,47,2023-01-17,2
1767,334,9,2023-12-04,2
1768,430,31,2023-10-08,4
1769,204,32,2023-10-23,2
1770,766,33,2022-03-28,4
1771,694,44,2023-08-20,4
1772,920,44,2023-08-24,5
1773,334,35,2022-09-23,2
1774,236,45,2024-04-12,2
1775,798,8,2022-03-18,3
1776,113,26,2022-01-23,1
1777,334,1,2022-03-08,2
1778,234,40,2022-07-22,3
1779,101,13,2023-10-24,2
1780,243,48,2023-03-31,4
1781,756,1,2024-04-08,1
1782,423,46,2022-05-12,5
1783,891,28,2022-04-05,2
1784,205,45,2024-04-29,2
1785,385,35,2024-04-08,4
1786,913,48,2022-12-06,2
1787,226,23,2022-05-06,3
1788,76,16,2022-02-13,3
1789,483,48,2023-04-18,1
1790,600,43,2022-02-21,1
1791,497,34,2022-06-22,5
1792,56,44,2023-08-11,3
1793,912,39,2023-03-20,5
1794,447,3,2024-04-21,1
1795,149,39,2024-01-12,5
1796,222,29,2023-02-09,4
1797,951,11,2023-05-24,2
1798,625,44,2022-01-31,4
1799,466,49,2023-01-27,3
1800,183,34,2023-12-01,1
1801,397,15,2023-03-13,5
1802,383,12,2022-06-26,5
1803,140,5,2022-12-29,4
1804,469,24,2022-08-08,2
1805,738,9,2022-07-11,1
1806,199,33,2022-10-09,3
1807,648,23,2022-10-14,3
